reconciliation_key,candidate_key,official_program_key,official_program_type,official_program_name,identifier_type,identifier_value,identifier_source,source_program_specialty,source_program_name,source_city,candidate_status,reconciliation_status,recommended_action,reconciliation_confidence,rank_in_official_program,candidate_count_for_program,close_candidate_count,rationale,evidence_json,reconciled_at
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-p_a8836d66bb9f0d07,program_identifier_candidate_hup-gme-residency-podiatric-surgery-c2e692aab293_745d0c376830603c,hup_gme_residency_podiatric-surgery_c2e692aab293,residency,Podiatric Surgery,acgme_program_code,,acgme_public_program_search,,,,no_acgme_identifier_found,no_external_identifier_supported,record_no_acgme_code_and_keep_program_as_local_or_non_acgme_until_better_source,0.0,1,1,1,No ACGME row crossed the conservative source-backed threshold for this official program.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/podiatry-and-podiatric-surgery/education-and-training/residency-program/overview"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}, ""close_candidate_count"": 1, ""match_reasons"": [], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.0}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-p_ecaf45f00d6a2581,program_identifier_candidate_hup-gme-residency-psychiatry-90edd37f0063-acgme-_78033ff5a65c339e,hup_gme_residency_psychiatry_90edd37f0063,residency,Psychiatry,acgme_program_code,4004111193,acgme_public_program_search,Psychiatry,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,1,2,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""6072"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/psychiatry/psychres.html""}, ""close_candidate_count"": 2, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-p_4583594329836a1a,program_identifier_candidate_hup-gme-residency-psychiatry-90edd37f0063-acgme-_f341d2b5c5869c2f,hup_gme_residency_psychiatry_90edd37f0063,residency,Psychiatry,acgme_program_code,4004121197,acgme_public_program_search,Psychiatry,University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,2,2,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""6076"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/psychiatry/psychres.html""}, ""close_candidate_count"": 2, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_04a50cdf24442f58,program_identifier_candidate_hup-gme-fellowship-pulmonary-disease-and-critica_6d7cc43747c04281,hup_gme_fellowship_pulmonary-disease-and-critical-care-medicine_9c4d89b19f6a,fellowship,Pulmonary Disease and Critical Care Medicine,acgme_program_code,1564121088,acgme_public_program_search,Pulmonary disease and critical care medicine,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""2830"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/fellowship-offerings""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-r_e2e28eecc8a490df,program_identifier_candidate_hup-gme-residency-radiation-oncology-1ae0f3bafe3_f3ad937f745752a9,hup_gme_residency_radiation-oncology_1ae0f3bafe3a,residency,Radiation Oncology,acgme_program_code,4304121087,acgme_public_program_search,Radiation oncology,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""6649"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/radiationoncologymedicalresidency/""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-r_ab8b15bf783cb17f,program_identifier_candidate_hup-gme-residency-radiology-diagnostic-a67e80f56_e14473dfb8fbce22,hup_gme_residency_radiology-diagnostic_a67e80f56ce0,residency,Radiology - Diagnostic,acgme_program_code,4204121175,acgme_public_program_search,Radiology-diagnostic,University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,1,2,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""6527"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs""}, ""close_candidate_count"": 2, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-r_940beb841f687d99,program_identifier_candidate_hup-gme-residency-radiology-diagnostic-a67e80f56_b221ff481f605952,hup_gme_residency_radiology-diagnostic_a67e80f56ce0,residency,Radiology - Diagnostic,acgme_program_code,4204131171,acgme_public_program_search,Radiology-diagnostic,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,2,2,2,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 2, ""candidate_evidence"": {""acgme_data_item_key"": ""6533"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs""}, ""close_candidate_count"": 2, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-r_0b15a198a11179ed,program_identifier_candidate_hup-gme-residency-radiology-interventional-indep_289fbb2fd9cc87ac,hup_gme_residency_radiology-interventional-independent_951079567585,residency,"Radiology - Interventional, Independent",acgme_program_code,4154100001,acgme_public_program_search,Interventional radiology - independent,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.89,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""28170"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/irdr-interventional-radiology""}, ""close_candidate_count"": 1, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-r_484f04fcc2c8704b,program_identifier_candidate_hup-gme-residency-radiology-interventional-integ_469761aa7a7c777d,hup_gme_residency_radiology-interventional-integrated_278955441e4c,residency,"Radiology - Interventional, Integrated",acgme_program_code,4164100002,acgme_public_program_search,Interventional radiology - integrated,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.89,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""28171"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/irdr-interventional-radiology""}, ""close_candidate_count"": 1, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_1c10be14470e07fb,program_identifier_candidate_hup-gme-fellowship-reproductive-endocrinology-an_5ef06defc285fa5a,hup_gme_fellowship_reproductive-endocrinology-and-infertility_2a70bffffe74,fellowship,Reproductive Endocrinology and Infertility,acgme_program_code,2354122003,acgme_public_program_search,Reproductive endocrinology and infertility,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""33246"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_d070902dbfb17134,program_identifier_candidate_hup-gme-fellowship-rheumatology-9d68fdcba87c-acg_8f4c61acaacebcfe,hup_gme_fellowship_rheumatology_9d68fdcba87c,fellowship,Rheumatology,acgme_program_code,1504121015,acgme_public_program_search,Rheumatology,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""2341"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/rheumatology/education-and-training/fellowship-programs""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_b7b0812b6732aabe,program_identifier_candidate_hup-gme-fellowship-sleep-medicine-06588f67c016-a_762eda6011f8808b,hup_gme_fellowship_sleep-medicine_06588f67c016,fellowship,Sleep Medicine,acgme_program_code,5204114051,acgme_public_program_search,Sleep medicine (multidisciplinary),University of Pennsylvania Health System/Children's Hospital of Philadelphia Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.87,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""8984"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/sleepctr/clinical-fellowship.html""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_penn_chop_joint_program"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.87}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_2cfc8901f6271ecb,program_identifier_candidate_hup-gme-fellowship-soft-tissue-and-bone-selectiv_4dde2e6e3403823d,hup_gme_fellowship_soft-tissue-and-bone-selective_5b6c8e2f798f,fellowship,Soft Tissue/Bone (Selective),acgme_program_code,,acgme_public_program_search,,,,no_acgme_identifier_found,no_external_identifier_supported,record_no_acgme_code_and_keep_program_as_local_or_non_acgme_until_better_source,0.0,1,1,1,No ACGME row crossed the conservative source-backed threshold for this official program.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/soft-tissue-bone"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}, ""close_candidate_count"": 1, ""match_reasons"": [], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.0}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_40dcef89fe3a4254,program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_46d8fe877e6f2150,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,acgme_program_code,1274112118,acgme_public_program_search,Sports medicine (Family medicine),University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,1,4,3,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""9563"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}, ""close_candidate_count"": 3, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_6b38a9da6b40694e,program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_a7824b110c493929,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,acgme_program_code,1574112004,acgme_public_program_search,Sports medicine (Internal medicine),Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,2,4,3,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""7736"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}, ""close_candidate_count"": 3, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_8ac49ce6cde54587,program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_03918874c8155a9f,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,acgme_program_code,1274121033,acgme_public_program_search,Sports medicine (Family medicine),University of Pennsylvania Health System Program,Ridley Park,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,3,4,3,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""952"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}, ""close_candidate_count"": 3, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_non_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_8b71a90bd855ea69,program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_d3f9558a091413d1,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,acgme_program_code,2684131110,acgme_public_program_search,Orthopaedic sports medicine,University of Pennsylvania Health System Program,Philadelphia,ambiguous_acgme_identifier_candidate,manual_review_required_ambiguous_identifier,review_duplicate_facility_or_track_specific_acgme_rows,0.68,4,4,3,"ACGME candidate is ambiguous because duplicate facility, track, or broad specialty rows compete.","{""candidate_count_for_program"": 4, ""candidate_evidence"": {""acgme_data_item_key"": ""9685"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}, ""close_candidate_count"": 3, ""match_reasons"": [""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_6ec802fcf298053e,program_identifier_candidate_hup-gme-fellowship-surgical-pathology-selective-_59f9ef887afcaf0d,hup_gme_fellowship_surgical-pathology-selective_5274f90ae04d,fellowship,Surgical Pathology (Selective),acgme_program_code,,acgme_public_program_search,,,,no_acgme_identifier_found,no_external_identifier_supported,record_no_acgme_code_and_keep_program_as_local_or_non_acgme_until_better_source,0.0,1,1,1,No ACGME row crossed the conservative source-backed threshold for this official program.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/surgical-pathology"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}, ""close_candidate_count"": 1, ""match_reasons"": [], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.0}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_b690bf118ac1c58f,program_identifier_candidate_hup-gme-fellowship-thoracic-surgery-cardiac-trac_a97912aacb828829,hup_gme_fellowship_thoracic-surgery-cardiac-track_363e9f82d35a,fellowship,Thoracic Surgery - Cardiac Track,acgme_program_code,4604121082,acgme_public_program_search,Thoracic surgery - independent,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,manual_review_required_duplicate_identifier_across_programs,review_track_mapping_before_reusing_identifier_across_official_programs,0.7,1,1,1,The same ACGME identifier is the top candidate for multiple official Penn program rows; treat as track or denominator ambiguity until an explicit mapping source is reviewed.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""7253"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-cardiac-track""}, ""close_candidate_count"": 1, ""duplicate_identifier_count"": 2, ""duplicate_identifier_value_across_official_programs"": true, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-residency-t_5d279707c1fe48c2,program_identifier_candidate_hup-gme-residency-thoracic-surgery-integrated-d1_7dacbdeb8219e5ed,hup_gme_residency_thoracic-surgery-integrated_d1e421f5c16a,residency,Thoracic Surgery - Integrated,acgme_program_code,4614121082,acgme_public_program_search,Thoracic surgery - integrated,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""10156"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/cardiothoracic-residency""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_4447fe6939003e2f,program_identifier_candidate_hup-gme-fellowship-thoracic-surgery-thoracic-tra_29ffb311299d9721,hup_gme_fellowship_thoracic-surgery-thoracic-track_4ee6dc4e3ded,fellowship,Thoracic Surgery - Thoracic Track,acgme_program_code,4604121082,acgme_public_program_search,Thoracic surgery - independent,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,manual_review_required_duplicate_identifier_across_programs,review_track_mapping_before_reusing_identifier_across_official_programs,0.7,1,1,1,The same ACGME identifier is the top candidate for multiple official Penn program rows; treat as track or denominator ambiguity until an explicit mapping source is reviewed.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""7253"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/thoracic-surgery-fellowship-thoracic-track""}, ""close_candidate_count"": 1, ""duplicate_identifier_count"": 2, ""duplicate_identifier_value_across_official_programs"": true, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_b79b169ffe4850a6,program_identifier_candidate_hup-gme-fellowship-transplant-hepatology-f4d7a20_c4bb29f3fa1af657,hup_gme_fellowship_transplant-hepatology_f4d7a209f96e,fellowship,Transplant Hepatology,acgme_program_code,1584114054,acgme_public_program_search,Transplant hepatology,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.91,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""10632"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/transplant-hepatology-fellowship""}, ""close_candidate_count"": 1, ""match_reasons"": [""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.91}",2026-06-02T09:32:56.800704+00:00
program_identifier_reconciliation_program-identifier-candidate-hup-gme-fellowship-_5a7b3057baa6a57f,program_identifier_candidate_hup-gme-fellowship-trauma-and-surgical-critical-_38a5f3b6dabcd3ff,hup_gme_fellowship_trauma-and-surgical-critical-care_5fa0f17c1f74,fellowship,Trauma and Surgical Critical Care,acgme_program_code,4424121056,acgme_public_program_search,Surgical critical care,University of Pennsylvania Health System Program,Philadelphia,strong_acgme_identifier_candidate,accepted_official_program_identifier,attach_identifier_to_official_program_record,0.89,1,1,1,Single strong ACGME candidate with no close competing Penn/UPHS facility or track sibling.,"{""candidate_count_for_program"": 1, ""candidate_evidence"": {""acgme_data_item_key"": ""6572"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship""}, ""close_candidate_count"": 1, ""match_reasons"": [""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""], ""observed_at"": ""2026-06-02T09:29:00.531218+00:00"", ""top_confidence"": 0.89}",2026-06-02T09:32:56.800704+00:00
