rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,stage_state_count,canonical_person_program_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,manual_review_required_count,carry_forward_count,duplicate_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_stage_state_status,dominant_staleness_bucket,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,stale_information_policy,evidence_json
training_stage_state_rollup_d5c5b4dcc75017a9e144,program,Neurology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurology Residency,US_GME_RESIDENCY_5Y,2027-08-15,54,54,54,1,0,0,54,0,0,0,54,54,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 54}, ""policy_lane_counts"": {""source_refresh_required"": 54}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 54}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 54}}"
training_stage_state_rollup_a909ce12716f40d7d4cb,program,Neuropathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuropathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_5a8cd7462c03357dfd48,program,Neuroradiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuroradiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,11,11,11,1,0,0,11,0,0,0,11,11,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 11}, ""policy_lane_counts"": {""source_refresh_required"": 11}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 11}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 11}}"
training_stage_state_rollup_9d5da54ee9e202e1ab25,program,Neurotology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neurotology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_7096f8859ca409243ba1,program,Nuclear Radiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_2dbace0ea15af3b660bf,program,Obstetrics and Gynecology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Obstetrics and Gynecology Residency,US_GME_RESIDENCY_4Y,2027-08-15,32,32,32,1,24,8,0,0,0,0,32,32,32,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 32}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 24, ""deterministic_expected_completion"": 8}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 24, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 8}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 32}}"
training_stage_state_rollup_9b1877efcc4830336aa2,program,Oncologic Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Oncologic Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_9f9b1c1350c1993a20a1,program,Ophthalmology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Ophthalmology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,10,10,10,1,0,0,10,0,0,0,10,10,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 10}, ""policy_lane_counts"": {""source_refresh_required"": 10}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 10}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 10}}"
training_stage_state_rollup_1757a9c5764bf391f713,program,Ophthalmology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Ophthalmology Residency,US_GME_RESIDENCY_5Y,2027-08-15,20,20,20,1,5,0,15,0,0,0,20,20,5,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 5, ""diff_source_refresh_bound"": 15}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 5, ""source_refresh_required"": 15}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 5, ""must_refresh_source_before_retention_or_change"": 15}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 20}}"
training_stage_state_rollup_842e045cb7304c7694f7,program,Oral Medicine Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Oral Medicine Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,8,8,8,1,0,0,8,0,0,0,8,8,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 8}, ""policy_lane_counts"": {""source_refresh_required"": 8}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 8}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 8}}"
training_stage_state_rollup_affa09902be14560f9f1,program,Orthopedic Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Orthopedic Surgery Residency,US_GME_RESIDENCY_5Y,2027-08-15,40,40,40,1,31,7,2,0,0,0,40,40,38,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 38, ""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 31, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 31, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7, ""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 40}}"
training_stage_state_rollup_dc760f670f1792cb7e67,program,Otorhinolaryngology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Otorhinolaryngology Residency,US_GME_RESIDENCY_5Y,2027-08-15,31,31,31,1,26,5,0,0,0,0,31,31,31,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 31}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 26, ""deterministic_expected_completion"": 5}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 26, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 5}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 31}}"
training_stage_state_rollup_81628dccef89dd1ff15b,program,Pathology - Anatomic and Clinical Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Pathology - Anatomic and Clinical Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,44,44,44,1,0,0,0,44,0,0,44,44,0,manual_review_required_before_any_stage_mutation,review_bound_not_time_classifiable,manual_review_required,diff_review_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 44}, ""policy_lane_counts"": {""manual_review_required"": 44}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 44}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 44}}"
training_stage_state_rollup_e8a9cd7b07149a1eaa93,program,Penn-CHOP Internal Medicine-Pediatrics Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Penn-CHOP Internal Medicine-Pediatrics Residency,US_GME_RESIDENCY_4Y,2027-08-15,38,25,25,1,30,7,1,0,0,26,38,38,37,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 37, ""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 30, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 30, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7, ""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 38}}"
training_stage_state_rollup_74439a983569ecae37bf,program,Physical Medicine and Rehabilitation Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Physical Medicine and Rehabilitation Residency,US_GME_RESIDENCY_4Y,2027-08-15,22,22,22,1,16,3,3,0,0,0,22,22,19,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 19, ""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 16, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 3, ""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 22}}"
training_stage_state_rollup_ef10e122a554347d2666,program,Plastic Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Plastic Surgery Residency,US_GME_RESIDENCY_6Y,2027-08-15,22,22,22,1,17,3,2,0,0,0,22,22,20,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 20, ""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 17, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 3, ""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 22}}"
